text,positive_score,negative_score,neutral_score
"It's a shame that so much of the citadel was ruined by the Americans during the war, so there aren't that many buildings there now.",0.004863845,0.92563796,0.06949814
"It's also undergoing a lot of construction and restoration, so it would be good to come back in a few years when it is actually finished.",0.779777,0.0114474725,0.20877549
"Nonetheless, it's worth a visit whilst you're in Hue.",0.9252481,0.005704282,0.06904766
Amazing architecture and decoration.,0.97101307,0.0072537526,0.021733154
"Great place, it's probably the reason why most people go to Hue.",0.9740283,0.0050527584,0.020918988
"It is being remodeled to bring it back to its golden days, or at least to the condition it had before the very destructive war with the US.",0.13538028,0.17480409,0.68981564
"Allow it at least a couple of hours to visit it, and get a local guide.",0.09717198,0.021779038,0.881049
"The guides are really nice, and can be arranged through travel agencies or your hotel.",0.96973664,0.0033605488,0.026902752
What an amazing place.,0.9658113,0.011644159,0.022544542
Definitely visit and imagine the site when it was populated by the royal family.,0.65063965,0.012353767,0.33700657
The buildings that remain or have been restored five you a good insight but its such a shame that so much has been destroyed.,0.034091584,0.6756861,0.29022235
We had a guide and it was worth it because there's so much to visit & its quite spread out with little signposting so I'm sure we would have just walked aimlessly.,0.7578579,0.03211677,0.21002531
"So much to see, you could spend several days and not see everything.",0.5065408,0.14992614,0.34353313
Well worth a visit and absorb the history.,0.9619776,0.0041008606,0.033921596
"The Imperial City is as impressive as the Forbidden City, and the Royal Palaces in Bangkok and Phnom Penh.",0.8790514,0.0034929216,0.11745567
"It did suffer a lot of damage in Tet ""68, but efforts are being made to restore it to its original grandeur.",0.18029799,0.17154828,0.6481537
It is well worth a days guided tour.,0.96127063,0.0039208583,0.034808513
And walk around this incredible site rich in history and stories.,0.9649133,0.0025818008,0.032504894
"Loved it, it was an excellent afternoon.",0.98606616,0.0046190605,0.009314738
Don't miss it.,0.94033635,0.007377477,0.05228621
Very interesting place full of history and beautiful archtecture .Did not like the street sellers upon leaving the Citidel,0.8112736,0.054002494,0.13472387
"As other reviews had mentioned, by the time we had got to the ticket desk for the citadel, we were suffering serious tout-fatigue.",0.019963877,0.74783486,0.23220128
Make sure you don't accept the offer of an hour's tour including the museum - this guides don't have access to the citadel and this tour is around the outside of the enclosure!,0.016389528,0.65620357,0.32740694
"When we first got in we were a little overwhelmed by the tour groups thronging around, but as it happened we were in need of refreshment so headed to the left to the pretty cafe overlooking the water.",0.25607097,0.04475212,0.69917697
In doing so we left the crowds behind and found the peace and beauty the citadel has to offer.,0.897719,0.0068481783,0.0954328
"As it turns out we only ever found crowds at the entrance way, so as we looped around clockwise we only ever met couples and small groups.",0.041817702,0.22589748,0.7322848
"By the time we returned to the entrance just before closing, all the groups had gone.",0.036221195,0.11244019,0.8513386
"You don't need a guide once inside, we went equipped with our Lonely Planet guide which had a map of the citadel and information about each stop and we felt this was enough for us - it's a big site and we took 3 or so hours to get around all of it at a slow pace so having a guide give us extensive history and detail probably would have felt too much.",0.40221193,0.025808267,0.5719798
So aim to arrive early to mid-afternoon and stay until closing.,0.13140893,0.006100774,0.86249036
"Definitely worth a visit though, the surviving architecture is beautiful, as are some of the courtyards, gateways and water features.",0.9804863,0.003357368,0.016156368
The history is fascinating and this was the first place we really felt like we started to get a grip on the chronology of Vietnam's recent past.,0.9217193,0.0037029698,0.074577704
Make sure you visit!,0.75636387,0.0058877254,0.23774843
- The imperial city provides serenity from the streets of Vietnam.,0.44273457,0.013910734,0.54335463
"The whole area whilst interesting has been very damaged, and i felt we could have done with maybe a map detailing a little of what we were seeing.",0.007886269,0.8779137,0.11419995
However it is a must see in the old capital.,0.80355275,0.010632869,0.18581432
How unfortunate that most of the citadel has been destroyed by war and weather.,0.0055494,0.9296519,0.06479868
What has been restored is impressive.,0.9481908,0.0067071375,0.045102105
"Reminiscent of the Forbiden City in Beijing, on a smaller scale.",0.044943754,0.058192313,0.89686394
The imperial city remains it the ancient beauty with a spacious garden.,0.66003793,0.008537306,0.33142483
After a long day travel around this is just an ideal place for relaxing and enjoy the atmosphere.,0.9794103,0.0035528324,0.017036822
"It's just quite quiet to me, so I dun like it much as other destinations I have traveled to in Vietnam.",0.020742714,0.71202284,0.2672344
"After walking through Hué, and getting annoyed by all kinds of moto drivers, hawkers, cycle drivers and whatever, it is really nice to finally pay your 5$ at the gate and enter the imperial city.",0.55928314,0.14456403,0.2961529
"Inside there is wide open spaces, old and new buildings, a massive garden of bonsai trees, and noone is hassling you about anything, unlike anywhere else in Hué.",0.65855366,0.031636663,0.30980965
Beautiful place.,0.9532038,0.013966662,0.032829534
Shame it was so damaged.,0.008220867,0.9062362,0.08554292
Would recommend it.,0.9327313,0.011910704,0.055358063
As in most places in Vietnam price for a tourist is higher than for a local.,0.04444226,0.3681955,0.58736223
Still cheap.,0.19769096,0.13872707,0.66358197
The Chinese influence on Vietnamese culture is very apparent at the Citadel from the architecture styles to the Forbidden Purple City.,0.18483144,0.02163218,0.79353637
"Of course, since China occupied Vietnam for more than 1000 this is not surprising.",0.017901963,0.5042291,0.47786888
Make sure you have plenty of time to roam around the citadel.,0.33235392,0.016786298,0.65085983
We spent all day and still didn't see everything.,0.03764165,0.53195715,0.43040115
"The temples, houses, pools and gardens were really inspiring.",0.9816465,0.003995501,0.014357999
The restoration work very impressive too....just hope they don't over restore everything,0.92735225,0.009515105,0.063132584
"The rating reflects the fact that although the place is interesting & this is modern day history & the pomp and ceremony was still taking place in 1945, the signage and information provided is poor.",0.031782955,0.6524513,0.3157657
I suspect this is because they want you to pay for a guide but it was 105k VND so I think a useful map or leaflet should be included.,0.06414214,0.2192794,0.71657854
"We went at 3pm which was good because there weren't hoards of tourists but we didn't manage to see it all as by the time we got to some areas, they had already been closed up.",0.33453387,0.18077877,0.48468736
"So, suggest you try to get there maybe for 2 at latest.",0.11232893,0.016507342,0.8711637
There are also renovations going on so the library is closed & the main gate is covered in scaffolding & plastic sheeting.,0.0077232234,0.77407664,0.21820018
Worth visiting.,0.9504253,0.00615407,0.043420535
The Citadel is quite an awesome set of buildings within massive walls.,0.9700132,0.0050591193,0.024927663
"It was not easy to find the entrance (only one entrance sells tickets, but several will let you out).",0.017896585,0.6800968,0.30200666
"It takes quite a while to walk around, and I'm sure we didn't see everything.",0.052911617,0.44511476,0.5019736
"However, we did come back for a musical performance in the theatre there, with dance and in traditional costumes - find out about this at the gate or on the website, it doesn't seem to be heavily promoted but it should be, as it was a highlight of the trip, and we were in an audience of 6, with 40 or so on stage at times.",0.78393006,0.0047238786,0.21134609
"It's worth reading up in advance on the stories of the Purple Forbidden City, a smaller version of China's Forbidden City.",0.1927789,0.008085414,0.7991357
Sadly quite a few buildings were destroyed in the American War (as it's known in Vietnam) but rebuilding is underway.,0.018003983,0.764177,0.217819
